gene study_attention
PALM2AKAP2 37
WIPF2 9
GTF2E1 8
TBL2 13
OTUD4 53
EPHB6 26
MYO10 15
ETV7 4
LCP2 31
TMEM123 4
PTGFR 8
PLK1 180
LAMTOR2 17
PENK 7
ANKK1 6
AZU1 13
ARHGEF9 11
RAB3D 9
JRKL 6
ATXN7L2 6
TAMM41 20
ADRA2A 7
SPDL1 24
RALGPS2 7
SF3B1 90
EP400 33
SDF2 6
OPRD1 9
BMPR2 13
MYRF 2
SIKE1 43
CDH23 8
PIK3CD 10
TLR4 24
PEX3 5
POLL 38
PLA2G10 98
NUP133 34
ARHGEF16 24
TCF21 5
NFRKB 34
MIS18BP1 12
EMCN 1
NCL 110
TOP2A 47
MPP5 56
SLC27A3 19
KLHL17 2
POR 10
CMTM7 43
PTPN6 56
PDK3 40
EXOSC8 86
REV3L 5
CBX2 52
CHST6 13
DIAPH1 33
SNTG1 2
PPP1R36 1
ZNF136 8
AADAC 1
DCAF4 29
TERF2IP 96
PSME4 21
ZBTB20 9
SERGEF 9
G2E3 4
INTS4 30
CCDC167 41
MRPL22 24
SLC36A3 1
MTCL1 23
AQP10 19
SPRR2A 11
TM4SF20 11
MAGI2 19
CHCHD3 75
EME1 29
PARP8 5
HSD17B7 8
AKAP6 13
GTF2IRD2B 4
SLC48A1 8
MC2R 2
ALDH6A1 7
SEC31A 22
PAQR4 1
IRAG1 1
UVRAG 52
STX2 55
VWCE 59
NR1D1 7
IQUB 55
BHLHE41 9
GNRHR 4
CD93 12
ATG16L1 46
ATP5PB 63
P2RX4 22
FUT10 2
MYLK3 5
P2RX6 3
NME2 84
PCDHGA11 8
CCDC141 4
PIH1D2 66
UBASH3A 76
IFNA14 7
TBC1D2B 19
PPP1R10 24
MAG 2
KRTAP5-9 182
RIMS3 6
C1orf162 3
ATN1 110
PRR4 11
UROD 11
LUC7L3 25
HAO1 2
MALL 61
ENTR1 42
RBL1 29
MEIG1 1
EFNA1 10
ACTN4 71
ZNF84 5
POU6F2 132
TXLNG 27
IPCEF1 7
RAD51AP1 11
IPMK 3
TRAF4 103
KIAA1143 33
TJP2 50
ATP6V1F 20
STK35 11
ZNF350 7
DNAJC4 2
OSBPL10 20
HADH 3
GLCE 15
POLR2B 47
GUCY2C 2
FUT1 16
VAX1 13
FXR2 94
UBR5 64
FIGNL1 30
OCM 2
RCBTB1 16
TCEAL2 12
SLC16A2 3
KRTAP17-1 44
LMF2 24
TMEM225B 1
E2F6 51
CDH5 76
ZNF783 7
BUD13 21
COA3 41
TNFSF9 27
WNT5B 2
LYG1 2
GINS1 6
ZFAND2B 20
EMP1 60
TECPR2 12
GLRX3 111
MBP 15
IFT46 21
CARD9 145
ACTR2 82
ZNF652 5
RGS9 4
NOVA1 11
DENND4B 1
PYGB 23
MFSD12 9
SPACA3 6
XRCC5 117
ZNF778 3
AHCY 41
BTN3A2 7
CRMP1 90
NOP53 99
THOP1 6
ARMT1 19
FABP7 2
VGLL2 1
TSGA10 73
EBAG9 29
LAMC2 2
CDRT15L2 1
EMID1 4
C14orf180 44
PIP 14
CHAD 2
CAGE1 12
LYAR 121
PROC 10
DENND4A 14
KPNA3 75
PGGT1B 5
EXTL3 24
METTL9 14
MCMDC2 1
PRKACB 49
CYP4A22 1
DLC1 35
OBI1 27
VPS16 35
PTX3 17
PFKM 24
PIGY 2
TEX9 16
MPP4 1
AGFG1 13
ZFP14 4
KRTAP19-4 4
USP29 2
HINT1 18
DSG3 2
OR1L3 1
MYH10 52
PRELID1 9
LRP6 43
HSPA1L 82
FCER1A 1
PIR 5
DDX21 85
ZNF134 3
ZMAT2 49
RITA1 4
N6AMT1 3
PPP1R14B 3
UMAD1 8
MRFAP1 45
LRRC59 71
HEATR9 1
CDK3 51
ERCC8 12
ST7 18
GIMAP8 6
ZC3H18 233
NLRX1 22
TPBG 1
CDK5 53
PPP2R1B 78
ALKBH7 6
ZNF549 2
IL37 7
GZMA 1
LOC100653049 247
EPN1 32
NFE2L2 14
TAC1 7
KRT35 89
LGALS7 51
POLR1D 10
ZNF148 30
NKX2-1 9
PAGE2 2
ASB1 4
APOL4 1
ERMN 2
RAMP3 8
PIK3C2B 16
C7orf31 13
MLXIPL 2
TRAF7 44
TRIB2 20
PIAS2 88
DNAJB11 61
PRUNE2 4
S100A7 39
DYRK4 13
NUFIP1 89
BABAM1 54
ALG13 18
RARG 15
GALK1 20
STK38 20
PHF12 14
CLOCK 12
ZNF132 1
YIPF1 34
KRTAP7-1 35
MRPL11 59
CCL24 5
PKN3 47
ZNF791 2
SLC45A1 1
MAP3K20 43
ZNF213 14
DNAH1 1
CAMSAP1 29
TXNDC15 34
ADSS1 3
ABI3 66
TMEM178B 2
CCDC115 29
ATP6V1E1 22
KCNN1 1
R3HDM2 27
BLOC1S3 9
FABP3 10
EIF5B 29
CASP7 10
WARS1 11
NPDC1 30
TEX2 8
SLC25A24 22
CIDEA 7
ASPM 75
PANX3 1
SLC16A10 15
BRCC3 25
CKMT1B 29
INMT 2
SLC16A6 5
ACSS2 2
PHKA2 12
CEP83 28
CDC20 54
TMOD4 22
HSDL2 27
PTPN9 55
ACP2 31
EDNRB 23
SSB 54
CEBPD 25
NPB 22
OAS1 11
AMOTL1 19
KRTAP19-2 43
SRF 8
ASIC4 41
PRRG3 3
CCDC107 23
FAM72B 2
TRIM49 5
CTIF 8
CSRP3 11
ZNF112 2
ZNF689 17
PAIP1 23
PPARGC1A 10
NSMF 25
GPR156 69
TUBB 139
ACSM1 8
SHC3 44
SUPT4H1 11
IFNGR1 23
TRIT1 4
ARID3C 4
TOX2 23
MORC1 4
TMEM106C 41
PRDX2 46
CDH8 17
ABHD3 3
TPRG1L 1
ZDHHC4 2
FCN3 1
STAR 10
TNFAIP8L1 13
OAS3 37
SERTAD1 29
SBF2 8
DCAKD 15
NOB1 18
LIMK1 28
TRAPPC8 15
RNASEK 26
FSD1 40
KCNA3 6
LNX2 68
GTF3C4 24
LOXL4 16
ARFIP2 56
PANK1 1
CALB2 4
NOP10 23
SMC3 79
RUVBL1 155
FAM122C 1
NLRP3 40
SCT 4
AIM2 107
IL6R 16
PRMT9 8
ANXA3 7
MPV17 2
METTL3 224
SPRED2 32
KLHL14 8
ASCL3 6
FHL5 87
ELP4 7
RIC8B 8
GSTM3 35
IKZF3 161
MAGEB18 7
FAM124A 28
DGKE 14
GCC1 64
RRS1 121
PECR 9
BMP2K 40
H2BC3 14
TCTN1 122
PCDHB15 19
CALR3 7
CELSR1 12
RTP4 5
TEDC1 19
MAP2K3 16
SIGLECL1 97
EHD2 7
ADAM8 12
CYLC2 13
TAF4 21
IBA57 17
TPP2 25
PAGE3 4
XYLT2 13
TNFRSF11A 6
FAM24B 2
TMEM241 1
ELOVL6 3
TACR2 1
P2RY2 1
PLEKHG5 15
PSG1 33
CDKN3 8
NRP1 32
CRY2 43
GHR 14
TMCO2 6
TRIM17 22
EFHC1 68
CCL13 17
GLI1 34
B2M 51
PLP1 94
HLA-DRA 21
DTNBP1 113
ALG1 4
CD99L2 22
PIN1 193
ZNF215 3
RPRD2 19
GPRC5C 35
RSPH14 43
CEP164 76
NOP2 73
CALB1 4
GLCCI1 10
MKLN1 47
TCL1A 39
SALL4 1
MR1 15
BTNL8 37
TBX2 11
IFNA7 1
THEMIS 11
RASA1 43
MRPL37 41
KTN1 67
CD276 11
SUGP2 20
SPTB 17
PTPRZ1 7
TNFRSF10D 66
RPL37A 128
SDE2 4
BORCS8 8
TTK 57
TAFA1 4
CBX8 181
MFSD13A 2
ADAMTS14 1
CA2 8
PLCG2 30
SIK1B 6
ATP4A 11
PHLDB3 18
PRKAA1 77
CAVIN2 13
SHROOM1 6
SUFU 55
KLHL13 31
LGALS8 103
IKBKE 339
ZNF250 106
KMT2D 20
NAA50 25
ALG6 5
NAT2 20
BID 30
XRCC3 140
GPA33 8
MYBBP1A 75
H2AC12 5
PITPNA 11
ZW10 35
HLTF 34
NBL1 12
GNPTG 6
PODXL 16
EMC2 103
BCL2L14 111
CCT2 192
KCNQ5 5
PPAN 118
RBM19 26
CYTH2 17
NMUR2 21
NCDN 14
SSBP4 21
FAM167A 52
PDZD8 32
DNTTIP2 18
SV2B 1
PCBD1 54
IL36A 12
MT3 2
TAGAP 1
NDUFB10 24
ABITRAM 9
PRR20A 122
DCUN1D3 6
ACER3 1
ITGA11 1
SUMF2 7
NCR1 6
BEX2 80
EMC3 33
SPATA7 7
CST9 4
MRPS36 11
ZNF205 13
PLXNA3 32
B4GALT5 17
DYNC2LI1 12
UST 20
FBXL20 5
LENG8 66
C7orf25 21
GSK3B 235
PON2 62
PTGR1 2
TLR3 14
MSH2 52
SPCS3 13
NRP2 14
SLC27A4 9
SPTBN5 2
ARAF 84
TSHB 16
TIGD6 20
ZNF30 2
HIGD2A 4
ALDH3A2 64
ATP1A3 10
ENTPD5 4
SPSB4 4
ODF3L1 4
EXD2 18
AGRN 19
APAF1 14
PAIP2B 8
SCYL2 24
ARL11 5
DHRS9 11
MAGEC3 6
ZBTB11 11
FGF16 8
RIMS4 2
H2AZ2 18
GGT7 34
GIMAP2 5
IFI27L2 3
METTL15 32
EIF3CL 10
LHX2 22
GPC3 20
TIMM23 38
CHP2 1
SCML1 23
LYZL1 38
P4HB 103
WFDC6 1
MYL4 3
MTCH1 17
SYCP1 1
ACKR2 7
PAIP2 8
ENPP7 14
WIPI1 12
HOXD10 2
FAM234B 40
SCGB1C2 1
SPATA24 39
HNRNPK 173
HNF1B 11
PRRC1 10
PRDM4 5
TRMT2B 8
ANXA8L1 2
CILP2 4
ECHDC1 9
GYG1 13
RARS2 16
IKBKB 68
AKR1B1 19
MRPL54 9
RPL15 71
TMEM239 61
GALE 3
FGFR3 33
CEP250 18
DOCK10 5
FAM118B 49
ARL15 27
MACROD2 1
FTO 32
BTBD9 23
DEFB131A 1
CREB3L3 25
CELF3 8
CRYAB 53
ASB10 4
PLCG1 114
PAQR8 3
ATP8B4 1
ZNF490 32
CLNK 27
LGALS9 65
ZFP36L2 10
MEP1B 34
PDE9A 34
SNF8 20
USHBP1 204
SULT1E1 10
UTRN 49
UPRT 15
PYROXD2 2
ERP27 10
PDE3A 10
PCDHAC1 10
TBC1D30 12
ZSCAN18 13
PIK3R6 2
HTN1 1
NDUFAF6 3
ODF1 22
TRIM39 75
MZF1 2
TTPA 40
ZNF775 19
PITX2 52
MED12 58
PDS5B 36
B3GAT3 20
TRIAP1 13
ZRSR2 50
GPR141 12
C1GALT1 5
KIF27 5
LTBP3 3
COBL 31
OTC 11
PTGES 17
BBOX1 17
ALKAL2 1
PCSK2 1
PMPCA 53
CDH10 4
FBXO10 9
TRAPPC12 19
CDC23 133
PEX2 6
ZNF32 9
HP1BP3 39
DRD3 6
PRELID3B 22
DBH 1
MBNL2 5
COPG2 18
MSH4 3
TNRC6A 42
ZNF296 4
CEP170 165
ZNF839 2
GAGE7 1
MIEF1 33
SH2D5 3
FAM241A 20
MND1 6
KDM5D 2
GCM1 1
ZNF577 1
CMAS 16
DRD2 62
OR10J1 1
CD180 1
ART4 1
DHFR2 23
FAM209A 221
C1orf21 4
NT5C3B 1
FRMD1 44
TLK2 23
CEP19 135
RFXAP 2
SLC52A2 6
SGCE 5
COTL1 7
LRRC20 4
TMEM65 35
SUPT5H 75
ZNF862 3
DENND1A 12
CLRN3 1
PCDH12 18
NRL 1
IFNAR1 9
CLEC3B 15
GZMB 2
SLC66A1 10
CD86 2
INA 33
CRHR2 2
IRX4 1
ATE1 26
ZC2HC1A 19
USP12 25
CHD3 124
MRAS 3
ZNF165 42
ENSA 29
PHYH 10
GLI3 7
ABHD11 42
TPP1 18
UPP2 8
KCNN2 2
NSL1 18
DZANK1 3
NAPEPLD 1
SYT12 14
MYCN 17
NOP16 22
PRPSAP2 26
NAT16 6
ANKRD7 2
SPACA7 1
KRT18 56
CABP1 4
DPP3 5
SLC26A5 1
APEX1 27
CABLES1 7
RHOXF2 64
PPP2R5B 9
MAGEB6 7
MED30 29
TCEAL3 1
ANXA2 76
PRPF3 87
KHNYN 10
SPATC1L 45
RNF19B 68
NKTR 20
NECTIN3 34
TRIM38 22
HEPHL1 25
AEN 38
CBX1 105
SLC13A2 13
HMCN1 1
RGCC 4
KLHL1 9
DET1 34
NT5DC3 10
SEC14L1 8
GOLGA7B 7
GABRB1 2
PCMTD1 6
LRRC73 8
MAF 6
MOCS2 6
CORO1B 29
GP2 1
PMS2 23
ZNF420 11
SHLD1 5
GMPPA 14
ANKRD42 4
EMILIN1 59
SLC39A5 45
RHPN2 12
PIEZO1 9
PARD6A 44
ZNF24 80
NEK7 25
CHST4 1
NTRK1 12
IQCE 20
ANKRD50 11
ZSCAN16 12
LPAR1 101
FLG 18
BCKDHB 16
KRT71 28
PIF1 2
SERP2 47
ZNF512B 82
SAMD4A 35
H2BC17 7
USP54 118
CPOX 13
CALCOCO2 154
ZBTB34 13
GPATCH1 43
CHDH 15
CXCL13 5
RLN1 2
TBL1X 21
DOP1A 1
CCDC88B 39
KCNE3 10
PRSS50 17
GLMP 63
FSCN1 50
FAM104A 5
NUCB1 14
KCNT2 8
CSNK1A1 92
DLX5 9
MMP7 14
CENPE 26
NEUROD1 5
GABRG1 1
KIF21B 34
UBA52 45
LILRB4 13
CLDN12 2
ZNF25 3
LEP 4
RPL36A 19
CLEC2A 6
PLS1 39
GAS2L2 40
HNRNPU 304
SOAT1 156
ITGB1BP1 13
ZMYM3 26
HKDC1 3
UTF1 2
CRISP2 5
AMY2A 2
NEMF 16
GNA15 11
TEX10 42
TNRC18 13
ZDHHC6 15
IPO13 29
WIPF1 22
AVPI1 30
SIPA1L3 26
PFKP 41
GUCD1 77
TBCCD1 12
COL1A2 22
COPS9 12
TCN1 1
POLR2E 86
ZNF641 6
PLAG1 4
CER1 7
REV1 1
CALY 3
CDPF1 16
PARP14 3
ACTR3 53
PCDHA1 3
SCO2 26
THAP6 16
NANS 21
PITPNC1 21
DNAJA3 71
ZNF143 25
FBRSL1 10
CLTRN 3
TRIM40 1
PKD1L3 2
AIG1 51
KIF18A 27
RHBDL1 14
SNRPB2 48
GABRA3 18
E2F7 7
SLC16A11 4
HEXIM1 27
ARRDC3 53
CXXC5 8
ZNF107 8
PLCXD2 1
NXPH3 11
VN1R1 3
NSF 56
GADD45G 51
GBP2 29
TEN1 2
CABP5 33
FANCA 29
SNPH 4
PIAS3 20
PAM16 18
STK32A 2
C6orf15 5
KCNV1 1
DMAC2 1
FGD2 5
HAS1 6
CPSF3 37
ENAM 1
SDHA 167
HADHB 66
DPH7 8
ARHGAP44 12
HSPB9 13
DMTN 15
ZNF609 16
HSDL1 20
APPL1 79
CCDC6 64
LMO4 126
GPKOW 56
TIAM2 8
INTS1 20
CYB5A 11
PDE4A 5
ANKRD13B 4
TTC39A 2
MXD4 2
ADCY2 1
SELP 1
EMC10 13
HCFC2 37
RNASEL 11
MGAT2 4
TMEM38B 7
AHCYL1 58
DIPK2A 5
NHLH2 6
RUNDC3A 52
TCTEX1D1 1
AKTIP 39
C17orf50 7
F11R 22
SPTSSA 8
PRRG1 1
RWDD4 3
MAGED1 153
THAP10 10
TNP1 2
PLA2R1 1
LYN 57
USP24 20
CCDC30 1
PKD1 6
CDK15 86
NDUFS1 69
NFATC4 6
GMIP 1
TWIST1 27
FOXG1 66
PIP4K2C 26
CCDC134 6
ZBED9 6
NCAM2 3
CD2AP 56
NEMP2 1
KRT33B 69
CCNB1IP1 12
SLC25A48 17
LCE3C 47
ASTL 4
FOXQ1 106
TSPAN2 47
PSMB10 10
CCDC146 70
PARP16 18
CHGB 36
ICAM4 7
LRRC2 3
EML1 10
POLE2 32
EVI5 28
APMAP 10
C1orf94 91
SPOCK3 2
PWWP2A 10
ADGRE2 18
MCU 25
RPS27A 64
ZNF583 1
CRYBA2 23
B3GALT4 3
PLG 10
GPRIN2 2
NRROS 17
CLDN22 7
FBXO43 2
HAGH 25
DDX39B 55
CNGA3 26
DKK3 57
PNLIPRP2 1
TAF7 15
ADRM1 48
MNT 5
HOOK2 116
RPL17-C18orf32 1
DNM3 44
SALL1 13
TLR1 4
HNRNPUL1 80
ARHGDIG 5
ESS2 39
ATP5F1E 9
FBXO31 18
SLC6A9 4
NADSYN1 14
BNIP1 39
MISP 85
FLOT1 57
TET3 23
POLR1H 11
KLHL33 13
AGAP1 8
ATP2A3 48
PARVB 8
SHISA6 28
NDUFA9 72
ACAA2 14
ESRRB 2
ZNF644 42
TBC1D3G 8
SACM1L 47
UBL7 18
PHF21A 29
TOM1L1 34
SEPTIN5 27
RPGRIP1L 156
KCNRG 5
DXO 13
NGRN 32
CSN3 6
ACTA2 84
TXNL1 12
SEC13 71
CMTR2 4
DPF3 33
PI16 5
TRIM45 8
TADA2B 26
LASP1 129
HAUS1 121
SPTBN2 23
NECAB1 29
CWC22 37
FBXO24 13
SRD5A2 2
MDM2 170
MRRF 24
CDKN2AIP 36
LAP3 20
TRAK1 13
VCP 141
AKAP1 36
THRSP 27
FANCD2 37
APTX 26
PICALM 65
MEIS3 22
SLIT3 2
DCN 9
DHX37 13
IL17B 1
CCDC87 10
MRM2 9
STAC2 3
HAPLN3 14
ARPC3 68
PLAAT3 4
MKNK2 34
MCM9 11
PPTC7 45
EIF4ENIF1 44
STX19 23
SPIC 2
ZNF33A 4
DYNC1H1 92
TP53I11 6
TRIM7 24
IFNA17 6
PALB2 39
TMPRSS4 13
TOMM70 19
TMEM260 6
VAV1 37
ANKRD17 34
COX7C 5
KDSR 3
CD22 13
LRRC1 21
FOXI2 52
PRPH 48
KLK4 3
PRKD1 9
GOLGA8A 2
ZFP28 5
UEVLD 17
RASGRP1 3
C2orf69 7
LYPD6 27
BHMT2 3
ANKRD1 19
TCHP 77
DHFR 9
DLAT 31
IHH 1
UPK3B 1
TRPC4 2
SNCG 12
LEFTY1 2
UPK2 30
MYH7 36
SUZ12 44
LZTS2 268
AAAS 14
RAB18 19
SSX2IP 218
NDUFS8 42
MCOLN3 39
MYCBP2 48
CREM 24
OGFRL1 1
RIF1 143
DNAJC12 15
TENM2 6
SRSF12 20
ACSM5 14
PPFIA3 12
ARL6IP6 28
PIGB 7
PIP4K2A 93
SETD3 6
BAX 48
HPGDS 6
ABHD17B 18
MEI4 36
ZDHHC3 3
HMGXB3 8
ZSWIM8 13
C1R 5
POU5F1 9
BLVRB 13
MTM1 8
CNOT9 30
CCDC186 7
ZBTB48 99
CKB 42
MPP1 63
FAM221A 14
FGF12 16
TMPPE 55
SIK1 8
F9 32
LSM8 45
DDX28 22
CMTM1 1
TNFSF15 2
NICN1 19
JUN 1343
RBM48 70
LZIC 11
CGN 25
GP6 9
IL17RC 45
UBXN6 23
GOLGA7 15
PSMA1 211
SPIN2B 18
ZFHX4 7
IL31 1
RAB22A 8
CPPED1 1
COX10 2
GPR39 2
MINDY2 17
PPARD 15
CHRM3 64
LEPROT 14
RGS4 3
RAMAC 48
HOXA13 2
PTPRG 24
SEMA3B 19
ABCG1 7
TRDN 36
RNF38 21
NPFFR2 2
GCK 3
SEC14L4 19
SHANK2 16
RPL35A 38
CDKL5 14
FRMD3 23
KHDC3L 1
RAB32 26
SLC44A1 12
ZNF17 13
GTF3C1 49
AQP6 288
ZC3H12A 11
CCPG1 26
TANGO6 6
ISCA1 29
RNF125 19
UBE2B 22
TMOD2 13
CPEB4 7
SGO1 43
STAG1 26
ZNF662 7
TCF7L1 1
SEPTIN10 20
CSF3R 1
VENTX 78
MORN3 68
FXR1 86
PSMB8 21
PDCL3 13
RPH3AL 11
RNF43 14
NARS1 29
PKP4 40
C2orf88 5
TLL2 1
PROCR 10
RBMX2 16
GABRA5 1
NADK 12
HELZ 22
ZMYND12 80
ESRP1 19
CCDC150 7
MCM3 86
TTLL3 7
TTC28 26
TWF2 34
FIGN 5
FUNDC2 50
HCCS 39
TM9SF1 4
PNP 20
MT1A 3
CXCL1 7
ZNF79 7
CRIP1 5
USP25 33
RNF146 16
PYDC2 5
REEP1 17
RBM23 34
SAFB2 45
KLF11 5
LRRC23 2
ITPKB 15
TSC2 32
PGAP6 14
PYHIN1 121
HPCA 17
MFN1 10
ARMC8 67
HBS1L 26
CELSR3 30
KLHDC3 44
ZNF318 25
CRYL1 34
AMMECR1L 6
FFAR3 13
IQGAP1 203
ARF3 6
SULT1A3 3
PRR5-ARHGAP8 5
GRSF1 23
TBKBP1 14
SCFD2 14
KANK4 18
ZNF337 11
HSPA4 58
TMEM18 2
AZI2 8
MFSD6 36
CENPM 7
PEPD 6
MTMR2 8
IKZF4 13
LGSN 2
CENPP 29
TEX36 1
CD2 5
UBE2D4 93
KCTD17 49
CCL5 46
TRHDE 14
KCNK10 1
TBATA 1
LDB2 27
BACE1 29
RFXANK 18
TAF5L 26
C11orf58 23
LRRC49 36
ANO5 2
GK2 2
RAB41 6
TTC21A 3
CTHRC1 2
SNX31 5
RNF139 8
BAAT 20
PRRG2 2
ZNF229 3
JMJD7 13
ST3GAL2 9
BAG6 199
SFI1 5
RRBP1 32
NRN1 23
HERPUD2 18
DCTPP1 19
FN1 451
TP53RK 20
NKAP 60
SSU72 7
TANGO2 2
MTUS2 331
BPIFB3 4
H1-1 82
CXCL5 14
GDI2 40
ITSN1 52
ADAM30 12
WDR24 19
GP1BA 2
CNTN2 2
G3BP2 50
C1orf35 53
RNF2 86
RIOK1 26
TIGD7 4
TNFRSF12A 5
FBXO42 11
TBX1 1
CLIC1 31
IGFBP7 1
ASXL1 28
TRMT61B 231
GNAI3 48
USP3 23
TAB3 11
ZNF622 23
ATP1A4 9
ARV1 29
TEPP 1
UBAP2 46
ADH1C 2
RADX 11
PAFAH1B1 27
NCBP3 121
LRRN1 4
PTPRN 27
PDGFRB 54
ST8SIA4 65
CDC42SE2 4
CHRD 43
AMTN 10
EMC9 10
PLIN5 6
THRA 20
GNMT 25
DAZ2 1
RWDD1 6
FGA 23
DPPA3 12
PRR23D1 1
UNC80 5
RBM42 59
ZNF592 18
ZBTB24 79
HERC5 24
CDK12 26
CD3D 4
NKX2-4 2
CFAP157 1
TFDP1 58
ZNF260 4
NLGN2 10
PLA1A 2
MPPED1 23
ATF7IP 67
BOC 9
ERGIC3 250
DDX17 92
ZCCHC12 23
DNAH8 2
BTAF1 32
CYP3A5 3
DCTN5 19
ELOVL7 11
GINS3 17
HSPA1A 75
SLC38A7 63
SLC22A13 3
MC5R 2
CDKL4 5
BBS12 15
TLR9 12
EAPP 21
KLHL32 2
ADD3 31
MAGEA4 31
PKD2L2 4
NEUROG2 1
SEM1 70
NAA38 7
RPL4 83
SLC35G1 6
SUGP1 24
SNAI1 62
PRKACG 19
GANC 2
LCE5A 59
HYOU1 52
TUBG1 110
DOP1B 3
DNAJC13 29
LCE1F 68
CAT 74
MATN4 16
PCDH20 42
EPHX1 15
ACVR2A 15
DEAF1 20
VKORC1 26
NPY2R 53
LIPM 1
ATXN3 39
BACH1 38
ESYT2 21
ANKHD1 46
FLYWCH2 24
SCN9A 1
GAS6 22
ANO6 27
UFSP2 26
ZNF292 10
KLHL21 13
SLC22A17 1
STAT4 4
XPR1 30
SUSD3 44
CDC45 24
MS4A6A 4
GSTT2 1
PCDHA6 5
NDUFB2 1
ITGB3 22
COL17A1 7
GAS7 29
XCL1 23
FRS3 103
BRK1 32
IPPK 97
CYB5D1 1
IRAK2 30
PSEN1 124
DGKA 1
ARPC1A 19
ALG12 7
SUPV3L1 24
MAGEA3 14
TMEM223 31
HIVEP1 25
FAM91A1 20
MYOZ3 60
C1GALT1C1 8
TGFB3 4
USO1 41
SCRN1 15
FAM153B 7
LRP5L 2
PCDHGC3 33
PKD2 31
YAP1 93
PSMG1 17
SMARCC2 69
ROBO3 2
FCRL6 1
ZNF202 23
TONSL 25
KRTAP13-3 65
EARS2 4
C2orf68 18
AGT 6
CEP95 28
DISP1 2
PTH2R 4
DCX 36
MORF4L2 78
XIRP1 3
IL1F10 2
CDR2L 60
LY86 3
ELOVL2 12
MAPKAPK3 22
WDR35 19
CHD2 15
CCDC144A 1
SLN 3
PLA2G2E 1
PANK2 15
ASGR2 59
CMSS1 22
TBC1D3B 1
PCDHAC2 34
SNAPIN 108
HAND1 4
CKAP5 73
VWF 8
PI4K2A 17
SAMM50 25
GTF2IRD2 7
FRRS1L 1
LCOR 59
MRAP2 66
SYNDIG1 16
MEX3D 4
CDC14B 17
ADCY3 12
TEDC2 10
PNLDC1 12
GC 14
ZNF45 3
FOXD4 43
CCDC148 9
GRIP2 6
KIAA1755 1
ADGRG1 4
PDRG1 25
TEX48 3
IGFLR1 3
WASL 48
REG3A 4
DQX1 13
HMGCS1 15
FKBP4 60
DDX25 3
MRPS27 75
OR52W1 1
ELF1 5
IHO1 73
TRIM55 160
TRIM36 16
CRYZ 10
TEX261 1
DDX60 65
XPO4 29
COL9A2 6
FOSB 26
STPG4 1
IL19 1
CD300E 7
ZBED5 1
ZBTB6 9
SH3RF2 26
TPCN1 10
MOCOS 24
PDLIM5 32
NEFH 15
GNE 59
RGS6 6
PRAP1 14
NOTUM 2
GLB1L 4
PCNX3 21
ZSCAN21 32
TMLHE 11
CLEC12A 24
TMEM143 19
BDNF 5
NSD2 26
WFDC10B 1
KLHDC8A 17
SLC25A17 13
CCNH 43
CEACAM6 33
CIDEC 7
STPG3 3
NR1D2 6
MGAT5B 1
TAF8 24
ATP5IF1 21
FBXO22 12
OPRK1 12
HK3 12
MINK1 13
SEL1L2 2
KPNA4 48
APOD 78
AMIGO1 61
SH2D3A 6
EPB41L4A 1
P3H3 23
VIPAS39 13
TDGF1 25
MORN5 12
EXTL2 16
KBTBD8 5
MACF1 45
PSMA2 49
HTRA1 15
GAGE2C 2
ASB7 34
MCCC2 32
PTEN 44
PIN4 18
ZNF804A 1
FAM13B 4
VAMP2 41
KCNJ18 3
GLYAT 5
FAM3B 9
RUNX1T1 80
ATG2A 19
LRR1 20
RMDN1 4
TAAR9 1
SCGB1A1 6
RAP1GAP2 2
FAM126A 12
NSA2 48
GUCY2F 1
COPZ1 10
INTS2 24
NT5DC1 3
ZNF445 17
MPP2 12
ETV4 5
DCAF6 26
UBXN2B 21
TSPAN14 12
SMARCE1 105
RGPD1 2
LCA5 117
LRBA 25
HOMEZ 36
FUT2 1
IGFL1 3
ECH1 165
PPP6R3 27
GRTP1 6
WDR6 36
CDKN2C 44
OTUD6B 7
FAM53B 7
MAPKAPK2 10
PXN 37
TAF1L 4
EYA3 6
CCDC106 33
SPOP 18
YTHDF2 22
DKK2 2
CATSPER2 1
APOBEC1 8
TOMM40 42
YY1 85
ALX1 13
RMND1 30
ZNF212 39
EIF3D 68
ADGRA2 2
HSFY1 34
ZNF816 13
TREML2 7
ZNF287 1
CACNG3 2
ASTN1 4
CCL1 1
AMD1 28
MYO1A 9
CYBRD1 35
DYNLT1 42
UFD1 32
KCNMB4 3
IKZF1 123
NDC80 77
VAPB 138
FSIP1 1
ARHGAP8 10
SPATA21 1
WNT1 2
TNPO2 79
NCAPH2 97
NTM 26
GPR173 1
RPLP0 76
NTN3 1
DUT 19
TESPA1 13
ASRGL1 6
ANKIB1 1
KIF22 51
TTI1 31
GH1 80
MAGED2 40
BRAT1 17
BTNL9 15
PRSS35 31
FYN 268
CAPN10 1
MPIG6B 1
MICOS10 3
SNU13 33
HAUS7 65
ARMCX2 4
POLR2H 21
KMO 1
GJA8 116
SMIM8 1
KLHL24 15
PRCP 3
ZBTB37 3
RBPJ 108
CFAP74 4
ARG1 28
GDPD5 37
FAM131C 4
RBM8A 67
CHN2 13
NDUFS5 61
HEBP1 6
RHEBL1 6
TTC37 15
LMNB1 52
TLK1 31
MTHFR 21
AFG1L 9
ZNF135 9
PDXK 12
AGO4 77
MRPL39 69
DEPP1 3
COG4 38
REM2 2
AOPEP 14
CYLD 31
